"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2021","77.032","82.520","82.520","74.595","39.31K","-11.27%"
"10/27/2021","86.819","88.650","88.650","84.605","53.71K","-1.89%"
"10/26/2021","88.493","90.500","91.590","87.300","49.84K","-0.17%"
"10/25/2021","88.643","89.250","94.500","87.830","40.92K","1.49%"
"10/22/2021","87.338","87.550","91.600","86.540","43.91K","-1.27%"
"10/21/2021","88.463","94.000","94.780","87.145","43.32K","-5.34%"
"10/20/2021","93.451","92.000","96.250","91.050","37.23K","3.91%"
"10/19/2021","89.932","89.500","96.250","85.700","48.89K","-4.26%"
"10/18/2021","93.933","87.030","107.770","82.000","66.75K","0.30%"
"10/15/2021","93.648","103.500","104.505","87.205","63.90K","-8.34%"
"10/14/2021","102.172","94.000","102.955","93.800","49.58K","9.14%"
"10/13/2021","93.616","88.000","94.460","88.000","53.90K","9.24%"
"10/12/2021","85.698","83.000","88.275","81.000","64.23K","0.57%"
"10/11/2021","85.216","84.250","94.905","80.750","61.32K","-2.73%"
"10/08/2021","87.606","103.000","109.000","83.000","75.90K","-9.30%"
"10/07/2021","96.584","105.300","114.500","81.075","73.79K","-10.73%"
"10/06/2021","108.191","125.000","162.125","99.530","68.31K","-6.75%"
"10/05/2021","116.020","99.000","121.460","99.000","71.76K","20.04%"
"10/04/2021","96.652","94.815","99.990","91.640","65.33K","3.23%"
"10/01/2021","93.625","96.050","100.000","89.000","59.75K","-4.24%"
"09/30/2021","97.774","87.195","99.310","85.345","62.32K","12.89%"
"09/29/2021","86.609","78.300","87.500","78.300","32.55K","10.24%"
"09/28/2021","78.565","82.000","85.825","77.400","77.55K","2.69%"
"09/27/2021","76.507","71.000","78.295","69.995","55.00K","8.92%"
"09/24/2021","70.240","69.425","71.500","67.200","61.93K","0.80%"
"09/23/2021","69.684","70.000","71.145","67.195","69.49K","-2.80%"
"09/22/2021","71.692","72.450","72.820","69.105","66.79K","-2.83%"
"09/21/2021","73.782","73.005","76.250","70.500","72.33K","-2.04%"
"09/20/2021","75.317","64.800","75.510","64.800","86.40K","15.69%"
"09/17/2021","65.103","63.500","66.990","62.345","86.51K","2.93%"
"09/16/2021","63.251","65.000","69.950","60.000","79.52K","-10.54%"
"09/15/2021","70.707","66.890","79.305","65.250","101.49K","7.52%"
"09/14/2021","65.764","61.270","66.765","60.775","82.42K","7.32%"
"09/13/2021","61.279","58.350","62.350","58.345","68.58K","5.81%"
"09/10/2021","57.916","56.400","58.000","55.425","54.71K","2.36%"
"09/09/2021","56.581","55.575","57.275","54.750","54.76K","2.34%"
"09/08/2021","55.288","54.070","55.600","53.475","62.17K","2.56%"
"09/07/2021","53.908","52.400","54.185","51.550","58.79K","1.96%"
"09/06/2021","52.874","51.000","53.680","51.135","52.42K","2.66%"
"09/03/2021","51.505","52.395","52.700","51.250","47.55K","-0.79%"
"09/02/2021","51.916","50.750","52.600","49.695","55.71K","3.35%"
"09/01/2021","50.232","50.650","52.950","49.490","61.27K","-0.21%"
"08/31/2021","50.338","49.005","50.920","48.400","43.71K","1.33%"
"08/30/2021","49.679","48.500","49.800","48.200","13.28K","3.92%"
"08/27/2021","47.806","46.000","48.035","45.915","28.49K","4.41%"
"08/26/2021","45.788","45.005","45.910","44.020","37.56K","1.11%"
"08/25/2021","45.285","45.225","46.450","44.700","47.32K","0.92%"
"08/24/2021","44.870","42.785","45.675","42.370","42.53K","7.65%"
"08/23/2021","41.680","42.495","43.620","40.585","53.48K","-0.63%"
"08/20/2021","41.944","41.000","42.725","40.750","46.51K","3.83%"
"08/19/2021","40.395","44.990","45.250","39.905","78.50K","-10.99%"
"08/18/2021","45.385","46.200","47.700","42.500","64.39K","-3.33%"
"08/17/2021","46.949","47.350","48.000","46.425","39.25K","-2.17%"
"08/16/2021","47.988","45.045","48.220","45.045","41.16K","7.53%"
"08/13/2021","44.628","45.645","45.645","44.305","46.69K","-2.71%"
"08/12/2021","45.871","45.855","46.605","45.250","49.64K","-0.25%"
"08/11/2021","45.986","44.980","46.650","44.520","37.47K","2.98%"
"08/10/2021","44.655","43.885","45.065","43.800","36.55K","4.37%"
"08/09/2021","42.786","43.965","43.995","42.390","43.12K","-0.77%"
"08/06/2021","43.118","43.785","44.650","42.670","46.73K","0.51%"
"08/05/2021","42.899","41.950","43.190","41.070","37.51K","1.53%"
"08/04/2021","42.253","41.500","42.300","41.275","37.94K","2.45%"
"08/03/2021","41.243","42.500","42.500","41.050","40.90K","-2.16%"
"08/02/2021","42.153","41.360","42.745","41.360","38.59K","3.43%"
"07/30/2021","40.756","41.685","41.755","39.250","44.87K","-0.97%"
"07/29/2021","41.154","40.000","41.440","39.750","34.55K","3.67%"
"07/28/2021","39.698","37.920","39.890","37.890","40.58K","5.61%"
"07/27/2021","37.590","37.000","37.900","37.000","38.74K","1.83%"
"07/26/2021","36.914","35.700","37.145","35.620","33.94K","3.92%"
"07/23/2021","35.523","35.895","35.940","34.950","28.23K","-1.68%"
"07/22/2021","36.129","35.400","36.525","34.995","32.96K","0.50%"
"07/21/2021","35.949","35.205","36.250","34.850","30.21K","2.23%"
"07/20/2021","35.165","35.250","35.500","34.140","33.56K","-1.36%"
"07/19/2021","35.649","35.250","36.900","35.250","26.06K","2.32%"
"07/16/2021","34.842","34.300","35.605","33.500","37.98K","3.09%"
"07/15/2021","33.797","33.500","34.640","33.245","39.93K","-2.81%"
"07/14/2021","34.775","35.050","35.460","33.300","31.18K","-1.94%"
"07/13/2021","35.463","34.635","35.910","33.800","31.17K","2.35%"
"07/12/2021","34.649","36.820","37.405","34.300","28.60K","-5.41%"
"07/09/2021","36.632","33.600","36.925","33.600","39.85K","9.97%"
"07/08/2021","33.312","33.000","34.000","31.265","43.51K","3.01%"
"07/07/2021","32.338","34.000","36.245","32.170","52.38K","-5.18%"
"07/06/2021","34.105","38.005","38.700","32.855","60.72K","-10.12%"
"07/05/2021","37.945","36.280","38.550","36.145","30.88K","5.91%"
"07/02/2021","35.827","36.300","36.915","34.525","37.90K","-0.87%"
"07/01/2021","36.143","35.000","37.150","34.895","38.87K","4.39%"
"06/30/2021","34.622","33.175","34.935","33.175","23.49K","3.39%"
"06/29/2021","33.486","32.530","33.860","32.425","46.06K","3.71%"
"06/28/2021","32.289","32.745","32.750","31.690","37.41K","-0.29%"
"06/25/2021","32.383","32.180","32.445","31.810","30.76K","1.15%"
"06/24/2021","32.016","31.255","32.070","31.250","38.02K","1.49%"
"06/23/2021","31.547","30.850","31.790","30.550","52.96K","2.64%"
"06/22/2021","30.737","29.550","30.955","29.525","29.98K","3.79%"
"06/21/2021","29.616","29.840","30.240","29.300","25.94K","0.72%"
"06/18/2021","29.404","28.975","29.650","28.750","25.66K","3.86%"
"06/17/2021","28.312","27.800","28.740","27.500","23.25K","1.01%"
"06/16/2021","28.030","28.095","28.845","27.600","34.57K","-0.37%"
"06/15/2021","28.133","29.050","29.050","27.880","28.41K","-2.35%"
"06/14/2021","28.810","28.490","29.330","28.445","25.67K","3.47%"
"06/11/2021","27.845","28.795","28.795","27.620","27.10K","-2.94%"
"06/10/2021","28.687","28.100","28.795","27.200","30.83K","1.37%"
"06/09/2021","28.298","27.500","28.515","27.500","24.20K","1.78%"
"06/08/2021","27.802","26.920","27.900","26.920","21.29K","4.94%"
"06/07/2021","26.492","25.780","26.840","25.550","17.89K","2.70%"
"06/04/2021","25.795","25.895","26.140","25.350","21.34K","0.34%"
"06/03/2021","25.707","26.000","26.395","25.630","15.04K","-0.06%"
"06/02/2021","25.723","25.550","26.095","25.250","24.20K","-0.97%"
"06/01/2021","25.975","25.495","26.285","25.425","18.87K","3.39%"
"05/31/2021","25.123","25.250","25.450","24.930","2.85K","0.77%"
"05/28/2021","24.931","25.005","25.285","24.450","20.67K","-1.06%"
"05/27/2021","25.199","25.950","26.250","24.905","40.76K","-4.65%"
"05/26/2021","26.427","26.450","26.925","25.835","26.97K","0.91%"
"05/25/2021","26.188","25.000","26.500","25.000","34.55K","5.76%"
"05/24/2021","24.761","24.370","24.905","24.140","23.55K","-0.13%"
"05/21/2021","24.794","24.500","25.605","24.355","31.43K","0.44%"
"05/20/2021","24.685","22.780","24.745","22.575","30.55K","8.92%"
"05/19/2021","22.663","24.050","24.155","22.500","40.24K","-8.66%"
"05/18/2021","24.811","25.875","26.175","24.500","36.10K","-5.70%"
"05/17/2021","26.310","26.605","26.750","25.545","32.50K","-1.94%"
"05/14/2021","26.830","26.350","26.950","26.200","18.62K","2.21%"
"05/13/2021","26.251","26.000","26.350","24.925","31.13K","-0.64%"
"05/12/2021","26.420","26.100","26.495","25.680","26.34K","2.39%"
"05/11/2021","25.803","24.600","26.050","24.495","24.66K","2.43%"
"05/10/2021","25.192","24.445","25.280","24.445","22.82K","5.23%"
"05/07/2021","23.941","24.450","24.600","23.770","28.92K","-1.60%"
"05/06/2021","24.330","24.140","24.975","23.835","29.00K","1.54%"
"05/05/2021","23.962","23.255","24.020","23.020","20.54K","3.97%"
"05/04/2021","23.048","24.140","24.280","22.870","24.44K","-3.21%"
"05/03/2021","23.813","23.350","24.000","23.350","6.14K","2.27%"
"04/30/2021","23.285","22.445","23.395","22.445","23.41K","3.48%"
"04/29/2021","22.501","21.500","22.600","21.500","19.16K","4.39%"
"04/28/2021","21.554","21.420","22.050","21.415","27.79K","0.71%"
"04/27/2021","21.403","19.850","21.685","19.725","35.51K","7.01%"
"04/26/2021","20.001","20.150","20.585","19.925","35.85K","-0.22%"
"04/23/2021","20.046","21.200","21.200","19.365","56.26K","-6.19%"
"04/22/2021","21.368","21.225","21.575","21.175","20.07K","1.23%"
"04/21/2021","21.109","21.005","21.260","20.800","21.90K","0.20%"
"04/20/2021","21.066","20.750","21.375","20.520","23.34K","0.60%"
"04/19/2021","20.941","20.800","21.125","20.675","21.63K","1.96%"
"04/16/2021","20.538","20.485","20.835","20.385","28.36K","1.37%"
"04/15/2021","20.260","19.890","20.400","19.790","21.32K","2.94%"
"04/14/2021","19.682","19.555","19.785","19.525","25.90K","0.87%"
"04/13/2021","19.512","19.350","19.875","19.350","25.51K","-0.70%"
"04/12/2021","19.650","19.450","19.750","19.245","21.86K","3.76%"
"04/09/2021","18.938","19.000","19.375","18.895","22.98K","-0.28%"
"04/08/2021","18.991","19.155","19.445","18.950","13.24K","-1.53%"
"04/07/2021","19.287","19.795","19.800","19.150","18.68K","-2.50%"
"04/06/2021","19.781","19.985","19.985","19.525","16.84K","3.18%"
"04/01/2021","19.172","19.000","19.280","18.825","17.06K","0.94%"
"03/31/2021","18.994","18.700","19.200","18.700","13.70K","1.01%"
"03/30/2021","18.804","18.270","19.000","18.175","40.56K","1.96%"
"03/29/2021","18.443","18.900","18.900","18.070","30.54K","-1.37%"
"03/26/2021","18.699","18.450","18.905","18.335","27.40K","1.81%"
"03/25/2021","18.367","18.550","18.690","18.250","25.68K","-1.19%"
"03/24/2021","18.589","18.695","18.890","18.000","44.35K","1.08%"
"03/23/2021","18.390","17.855","18.435","17.600","34.57K","1.91%"
"03/22/2021","18.046","17.270","18.110","17.150","20.60K","4.52%"
"03/19/2021","17.266","17.055","17.605","17.000","22.14K","-2.79%"
"03/18/2021","17.761","18.225","18.445","17.420","27.62K","-1.17%"
"03/17/2021","17.972","17.650","18.145","17.260","25.91K","1.78%"
"03/16/2021","17.658","17.625","17.820","17.250","31.24K","-1.53%"
"03/15/2021","17.932","18.200","18.940","17.785","31.52K","-2.80%"
"03/12/2021","18.448","18.070","18.580","17.655","29.70K","1.77%"
"03/11/2021","18.127","17.900","18.200","17.425","33.06K","2.81%"
"03/10/2021","17.632","17.180","17.725","17.145","26.85K","4.18%"
"03/09/2021","16.925","16.495","17.080","16.355","25.32K","4.79%"
"03/08/2021","16.151","16.650","16.750","16.115","21.97K","-1.32%"
"03/05/2021","16.367","15.930","16.495","15.775","29.26K","2.73%"
"03/04/2021","15.932","15.850","16.035","15.550","22.85K","2.61%"
"03/03/2021","15.527","15.750","15.750","15.485","22.89K","-2.16%"
"03/02/2021","15.869","16.100","16.200","15.740","29.97K","-1.32%"
"03/01/2021","16.082","15.715","16.195","15.710","20.54K","2.47%"
"02/26/2021","15.694","15.850","16.005","15.485","26.78K","-1.51%"
"02/25/2021","15.935","16.400","16.495","15.750","40.81K","-2.72%"
"02/24/2021","16.381","16.200","16.460","16.030","47.98K","0.82%"
"02/23/2021","16.248","16.195","16.425","16.025","27.26K","1.80%"
"02/22/2021","15.960","16.450","16.495","15.785","30.03K","-3.59%"
"02/19/2021","16.554","17.200","17.475","16.425","30.12K","-4.47%"
"02/18/2021","17.329","16.900","17.445","16.735","24.43K","4.77%"
"02/17/2021","16.540","16.700","17.395","16.390","32.62K","-1.05%"
"02/16/2021","16.715","16.250","16.945","16.200","28.45K","1.06%"
"02/15/2021","16.540","17.000","17.055","16.315","31.41K","-6.12%"
"02/12/2021","17.618","17.000","17.800","16.810","28.84K","1.41%"
"02/11/2021","17.373","18.100","18.275","17.330","41.26K","-6.39%"
"02/10/2021","18.558","19.100","19.215","18.240","36.82K","-2.56%"
"02/09/2021","19.045","19.150","19.320","18.500","38.75K","-5.62%"
"02/08/2021","20.179","19.600","21.410","19.600","44.58K","9.79%"
"02/05/2021","18.380","17.950","18.950","17.950","31.24K","1.43%"
"02/04/2021","18.120","17.795","18.400","17.750","28.43K","1.49%"
"02/03/2021","17.854","17.650","17.975","17.230","42.99K","-2.18%"
"02/02/2021","18.251","18.000","18.600","17.900","26.88K","0.62%"
"02/01/2021","18.139","19.300","19.500","17.775","44.72K","-8.48%"
"01/29/2021","19.819","20.750","21.100","19.460","29.28K","-5.21%"
"01/28/2021","20.908","20.750","21.150","20.275","36.94K","6.13%"
"01/27/2021","19.701","19.150","19.905","18.850","74.15K","0.98%"
"01/26/2021","19.509","19.600","20.110","19.070","40.75K","-3.24%"
"01/25/2021","20.162","22.305","22.730","20.025","59.85K","-6.15%"
"01/22/2021","21.483","20.105","21.585","20.000","53.41K","7.08%"
"01/21/2021","20.063","19.700","20.700","19.420","34.27K","-0.97%"
"01/20/2021","20.260","20.800","21.625","19.840","42.10K","-0.33%"
"01/19/2021","20.327","18.800","20.495","18.675","42.87K","6.84%"
"01/18/2021","19.026","19.600","19.600","18.800","33.93K","-5.81%"
"01/15/2021","20.200","20.500","20.565","19.600","45.85K","-5.31%"
"01/14/2021","21.333","22.500","23.150","19.650","53.52K","-0.78%"
"01/13/2021","21.500","25.000","25.350","20.775","62.33K","-17.80%"
"01/12/2021","26.155","22.245","28.785","22.095","73.31K","18.22%"
"01/11/2021","22.124","21.250","22.625","21.120","47.90K","9.97%"
"01/08/2021","20.118","19.750","20.735","19.750","55.32K","4.22%"
"01/07/2021","19.303","18.000","19.510","18.000","38.19K","9.90%"
"01/06/2021","17.564","17.750","18.545","17.235","38.56K","-2.46%"
"01/05/2021","18.007","19.050","19.150","17.865","33.62K","-9.26%"
"01/04/2021","19.844","19.200","20.305","19.150","40.37K","3.77%"
"12/31/2020","19.123","19.000","19.470","18.990","10.66K","0.64%"
"12/30/2020","19.001","18.810","19.550","18.780","24.04K","1.21%"
"12/29/2020","18.774","19.100","19.125","18.465","23.36K","-1.97%"
"12/28/2020","19.152","18.270","19.430","18.270","8.75K","8.52%"
"12/24/2020","17.649","17.450","17.800","17.005","15.76K","0.81%"
"12/23/2020","17.507","17.800","18.250","17.090","33.93K","-0.73%"
"12/22/2020","17.636","17.250","17.850","17.050","32.13K","5.01%"
"12/21/2020","16.795","16.150","16.950","16.150","29.34K","5.72%"
"12/18/2020","15.886","15.865","16.060","15.550","25.43K","-0.35%"
"12/17/2020","15.941","16.300","16.575","15.870","26.33K","-2.69%"
"12/16/2020","16.381","17.170","17.250","16.210","33.30K","-4.90%"
"12/15/2020","17.225","16.800","17.400","16.635","37.28K","3.72%"
"12/14/2020","16.607","16.300","17.010","16.150","35.36K","4.06%"
"12/11/2020","15.959","15.450","16.000","15.230","34.09K","2.70%"
"12/10/2020","15.539","14.700","15.630","14.700","23.29K","5.47%"
"12/09/2020","14.733","14.200","14.870","14.200","22.00K","1.98%"
"12/08/2020","14.447","14.250","14.645","14.150","18.31K","0.63%"
"12/07/2020","14.357","14.025","14.470","13.950","25.36K","-1.95%"
"12/04/2020","14.643","14.060","14.725","14.060","19.66K","3.54%"
"12/03/2020","14.143","14.995","15.000","13.925","27.40K","-5.11%"
"12/02/2020","14.905","14.530","15.040","14.300","26.19K","-0.05%"
"12/01/2020","14.912","15.300","15.550","14.700","37.97K","-1.49%"
"11/30/2020","15.138","15.000","15.305","14.890","26.46K","4.51%"
"11/27/2020","14.485","14.300","14.655","14.250","32.76K","4.10%"
"11/26/2020","13.914","13.900","14.210","13.800","37.19K","-0.13%"
"11/25/2020","13.932","14.095","14.275","13.750","28.12K","0.22%"
"11/24/2020","13.902","13.450","13.945","13.335","24.16K","2.70%"
"11/23/2020","13.537","13.600","13.675","13.385","23.77K","4.99%"
"11/20/2020","12.894","12.915","12.970","12.540","26.98K","-0.98%"
"11/19/2020","13.022","13.650","13.675","12.900","24.44K","-4.82%"
"11/18/2020","13.682","14.000","14.025","13.550","24.10K","-2.05%"
"11/17/2020","13.968","14.300","14.375","13.760","21.03K","-3.63%"
"11/16/2020","14.494","14.350","14.675","14.350","20.92K","1.79%"
"11/13/2020","14.239","14.055","14.340","14.050","14.09K","1.70%"
"11/12/2020","14.001","14.000","14.170","13.875","17.20K","-0.67%"
"11/11/2020","14.096","14.000","14.450","14.000","18.52K","0.43%"
"11/10/2020","14.035","13.900","14.150","13.670","22.82K","1.31%"
"11/09/2020","13.854","13.770","14.145","13.545","25.45K","-0.35%"
"11/06/2020","13.902","14.200","14.225","13.840","22.37K","-3.83%"
"11/05/2020","14.456","13.850","14.590","13.850","24.98K","4.13%"
"11/04/2020","13.883","13.715","14.120","13.575","20.60K","1.60%"
"11/03/2020","13.665","13.710","13.975","13.505","20.43K","0.07%"
"11/02/2020","13.656","13.800","13.800","13.400","16.99K","-2.88%"
"10/30/2020","14.061","14.295","14.430","13.870","13.78K","-1.09%"
"10/29/2020","14.216","14.400","14.550","13.970","31.56K","-1.87%"
"10/28/2020","14.487","14.705","14.705","14.355","36.15K","-1.74%"
"10/27/2020","14.743","14.725","14.870","14.275","32.27K","-0.83%"
"10/26/2020","14.866","15.200","15.550","14.660","28.96K","-3.53%"
"10/23/2020","15.410","15.200","15.760","15.150","29.22K","1.00%"
"10/22/2020","15.257","14.900","15.355","14.685","26.82K","2.62%"
"10/21/2020","14.867","14.800","14.990","14.645","22.83K","-0.19%"
"10/20/2020","14.895","14.710","15.015","14.400","28.81K","1.20%"
"10/19/2020","14.718","14.500","14.945","14.500","27.38K","1.51%"
"10/16/2020","14.499","14.225","14.655","14.080","27.54K","1.83%"
"10/15/2020","14.239","14.050","14.295","13.855","24.30K","2.65%"
"10/14/2020","13.872","13.500","14.060","13.500","31.25K","2.03%"
"10/13/2020","13.596","13.780","13.780","13.435","20.63K","-1.75%"
"10/12/2020","13.838","13.600","13.890","13.425","26.80K","0.62%"
"10/09/2020","13.753","13.975","14.025","13.640","25.28K","-1.06%"
"10/08/2020","13.900","13.755","14.055","13.715","24.62K","1.39%"
"10/07/2020","13.709","13.150","13.815","13.150","24.39K","3.02%"
"10/06/2020","13.307","13.425","13.450","13.155","18.33K","-0.83%"
"10/05/2020","13.419","13.350","13.520","13.220","21.31K","3.02%"
"10/02/2020","13.026","12.805","13.155","12.750","28.46K","-1.18%"
"10/01/2020","13.181","13.850","13.850","13.070","24.27K","-0.79%"
"09/30/2020","13.286","13.305","13.595","13.050","20.75K","8.19%"
"09/29/2020","12.280","12.350","12.740","12.070","32.34K","-0.58%"
"09/28/2020","12.352","12.000","12.410","11.875","47.51K","5.88%"
"09/25/2020","11.666","11.450","11.775","11.330","28.04K","0.28%"
"09/24/2020","11.634","11.950","12.045","11.560","27.86K","-3.20%"
"09/23/2020","12.019","11.800","12.090","11.750","22.93K","2.69%"
"09/22/2020","11.704","11.200","11.825","11.120","21.81K","1.80%"
"09/21/2020","11.497","11.700","11.935","11.365","33.28K","0.19%"
"09/18/2020","11.475","11.050","11.525","10.870","26.12K","3.18%"
"09/17/2020","11.121","11.155","11.625","11.075","22.11K","-1.74%"
"09/16/2020","11.318","10.995","11.475","10.995","17.20K","3.87%"
"09/15/2020","10.896","10.800","11.100","10.800","19.68K","1.77%"
"09/14/2020","10.707","10.485","10.835","10.475","25.78K","2.00%"
"09/11/2020","10.497","10.500","10.535","10.320","13.41K","-0.18%"
"09/10/2020","10.516","10.850","10.950","10.425","22.54K","-2.03%"
"09/09/2020","10.734","10.650","10.985","10.550","20.42K","-0.63%"
"09/08/2020","10.802","11.325","11.500","10.735","27.63K","-3.83%"
"09/07/2020","11.232","11.500","11.685","11.165","19.08K","-3.85%"
"09/04/2020","11.682","11.885","12.200","11.650","39.14K","-0.43%"
"09/03/2020","11.733","11.100","11.875","11.100","35.18K","5.61%"
"09/02/2020","11.110","11.375","11.450","10.855","29.48K","-1.66%"
"09/01/2020","11.297","11.000","11.845","11.000","23.54K","0.52%"
"08/31/2020","11.239","11.300","11.625","11.090","5.70K","0.63%"
"08/28/2020","11.169","10.525","11.380","10.525","27.80K","25.89%"
"08/27/2020","8.872","9.145","9.420","8.780","47.35K","-3.03%"
"08/26/2020","9.149","8.950","9.580","8.880","39.55K","3.18%"
"08/25/2020","8.867","8.540","8.965","8.280","24.21K","6.05%"
"08/24/2020","8.361","7.800","8.500","7.800","21.38K","9.70%"
"08/21/2020","7.622","8.020","8.095","7.435","21.67K","-6.48%"
"08/20/2020","8.150","8.300","8.400","8.045","21.79K","-2.43%"
"08/19/2020","8.353","8.800","8.950","8.200","20.61K","-2.29%"
"08/18/2020","8.549","8.200","8.800","8.155","23.00K","4.50%"
"08/17/2020","8.181","8.245","8.600","8.080","19.86K","2.02%"
"08/14/2020","8.019","7.500","8.375","7.345","35.87K","9.67%"
"08/13/2020","7.312","7.250","7.550","7.210","13.65K","1.95%"
"08/12/2020","7.172","7.250","7.565","6.970","29.14K","-3.29%"
"08/11/2020","7.416","7.600","8.015","7.375","24.03K","-2.28%"
"08/10/2020","7.589","7.900","8.335","7.475","19.83K","-4.31%"
"08/07/2020","7.931","7.750","8.375","7.550","26.71K","-0.11%"
"08/06/2020","7.940","7.400","7.990","7.400","29.70K","8.47%"
"08/05/2020","7.320","7.320","7.485","7.140","25.31K","-0.48%"
"08/04/2020","7.355","6.950","7.480","6.900","34.66K","8.13%"
"08/03/2020","6.802","6.080","7.010","6.060","24.11K","12.93%"
"07/31/2020","6.023","5.960","6.115","5.920","13.12K","15.32%"
"07/30/2020","5.223","5.250","5.455","5.035","14.51K","0.89%"
"07/29/2020","5.177","5.000","5.235","5.000","17.02K","4.42%"
"07/28/2020","4.958","4.850","5.010","4.725","21.88K","3.57%"
"07/27/2020","4.787","4.900","5.020","4.735","15.09K","-4.47%"
"07/24/2020","5.011","5.100","5.100","4.895","12.56K","0.54%"
"07/23/2020","4.984","4.930","5.150","4.845","15.47K","3.21%"
"07/22/2020","4.829","4.700","4.940","4.650","15.26K","0.77%"
"07/21/2020","4.792","4.875","4.975","4.760","13.30K","1.27%"
"07/20/2020","4.732","5.035","5.065","4.705","12.63K","-7.47%"
"07/17/2020","5.114","5.080","5.230","5.060","10.36K","1.11%"
"07/16/2020","5.058","5.150","5.150","4.965","12.15K","-3.21%"
"07/15/2020","5.226","5.195","5.430","5.105","21.56K","2.77%"
"07/14/2020","5.085","5.105","5.270","4.955","22.23K","-0.49%"
"07/13/2020","5.110","5.450","5.585","5.075","25.16K","-6.67%"
"07/10/2020","5.475","5.610","5.650","5.400","16.18K","-4.90%"
"07/09/2020","5.757","5.800","5.925","5.715","13.57K","-3.03%"
"07/08/2020","5.937","6.115","6.220","5.845","12.07K","-3.05%"
"07/07/2020","6.124","6.145","6.370","5.970","15.13K","0.46%"
"07/06/2020","6.096","6.100","6.300","6.055","13.34K","1.08%"
"07/03/2020","6.031","5.900","6.085","5.750","13.24K","1.46%"
"07/02/2020","5.944","5.700","5.990","5.700","14.68K","1.38%"
"07/01/2020","5.863","6.115","6.220","5.755","14.30K","-4.87%"
"06/30/2020","6.163","6.120","6.545","5.990","15.37K","5.55%"
"06/29/2020","5.839","5.150","5.925","5.100","22.69K","14.38%"
"06/26/2020","5.105","5.200","5.235","4.975","17.66K","-2.87%"
"06/25/2020","5.256","5.500","5.575","5.200","12.39K","-7.19%"
"06/24/2020","5.663","5.700","5.945","5.620","14.26K","-2.85%"
"06/23/2020","5.829","5.600","5.865","5.575","19.86K","6.08%"
"06/22/2020","5.495","5.560","5.650","5.380","19.96K","-2.14%"
"06/19/2020","5.615","5.550","5.710","5.475","21.92K","3.01%"
"06/18/2020","5.451","5.310","5.555","5.260","24.57K","4.65%"
"06/17/2020","5.209","5.205","5.380","4.950","17.99K","-0.99%"
"06/16/2020","5.261","5.495","5.590","5.140","21.22K","-4.62%"
"06/15/2020","5.516","5.210","5.700","5.175","21.24K","4.61%"
"06/12/2020","5.273","5.045","5.470","4.900","18.52K","5.71%"
"06/11/2020","4.988","4.755","5.100","4.600","17.13K","3.87%"
"06/10/2020","4.802","4.805","4.880","4.600","17.19K","-0.08%"
"06/09/2020","4.806","5.055","5.280","4.770","15.70K","-8.44%"
"06/08/2020","5.249","5.575","5.805","5.120","24.53K","-8.04%"
"06/05/2020","5.708","5.345","5.925","5.145","21.85K","5.86%"
"06/04/2020","5.392","5.055","5.500","4.910","26.91K","1.14%"
"06/03/2020","5.331","4.915","5.560","4.900","26.77K","9.87%"
"06/02/2020","4.852","4.350","4.975","4.340","25.86K","19.71%"
"06/01/2020","4.053","4.180","4.300","3.950","11.38K","-7.57%"
"05/29/2020","4.385","4.180","4.555","4.175","18.13K","24.96%"
"05/28/2020","3.509","3.600","3.890","3.440","20.31K","-5.03%"
"05/27/2020","3.695","4.005","4.055","3.555","30.41K","-10.38%"
"05/26/2020","4.123","4.750","4.905","4.050","26.36K","-14.00%"
"05/25/2020","4.794","4.105","5.055","4.105","6.81K","23.27%"
"05/22/2020","3.889","3.705","4.100","3.365","19.48K","1.70%"
"05/21/2020","3.824","4.375","4.375","3.740","19.23K","-14.30%"
"05/20/2020","4.462","4.650","4.785","4.380","18.30K","-3.25%"
"05/19/2020","4.612","4.855","4.855","4.590","10.67K","-6.30%"
"05/18/2020","4.922","5.325","5.400","4.840","16.20K","-5.67%"
"05/15/2020","5.218","5.300","5.410","5.155","15.70K","-0.89%"
"05/14/2020","5.265","5.170","5.320","5.165","13.86K","2.85%"
"05/13/2020","5.119","5.290","5.420","5.080","19.17K","-3.65%"
"05/12/2020","5.313","5.585","5.635","5.270","14.97K","-6.90%"
"05/11/2020","5.707","5.770","5.825","5.640","14.57K","-2.13%"
"05/08/2020","5.831","5.750","5.900","5.720","1.32K","-0.27%"
"05/07/2020","5.847","5.925","5.975","5.710","13.19K","1.46%"
"05/06/2020","5.763","5.700","5.855","5.640","12.96K","1.57%"
"05/05/2020","5.674","5.875","5.925","5.620","9.87K","-1.15%"
"05/04/2020","5.740","5.795","5.965","5.665","10.71K","-1.76%"
"05/01/2020","5.843","6.370","6.375","5.730","9.07K","-6.08%"
"04/30/2020","6.221","6.225","6.415","6.165","10.94K","3.44%"
"04/29/2020","6.014","6.175","6.350","5.875","12.34K","-2.16%"
"04/28/2020","6.147","5.945","6.215","5.825","22.71K","3.47%"
"04/27/2020","5.941","5.950","6.035","5.810","18.57K","2.96%"
"04/24/2020","5.770","5.850","5.985","5.750","19.99K","-4.74%"
"04/23/2020","6.057","6.095","6.220","5.950","18.53K","-2.71%"
"04/22/2020","6.226","6.260","6.580","6.100","27.87K","-1.41%"
"04/21/2020","6.315","6.620","6.750","6.160","21.34K","-4.58%"
